,GEO_ID,NAME,tot_poverty,pov_18_64,pov_65_up,pov_150
561,0500000US39133,"Portage County, Ohio",154441,97793,27389,32048
562,0500000US39139,"Richland County, Ohio",113846,65999,22337,26687
563,0500000US39141,"Ross County, Ohio",71021,42184,12499,17896
564,0500000US39145,"Scioto County, Ohio",71851,42621,13064,23241
565,0500000US39151,"Stark County, Ohio",360332,213883,70218,74605
566,0500000US39153,"Summit County, Ohio",530656,323437,97465,113575
567,0500000US39155,"Trumbull County, Ohio",194413,112499,42095,51098
568,0500000US39157,"Tuscarawas County, Ohio",90515,52162,17959,21860
569,0500000US39165,"Warren County, Ohio",226269,136367,33653,17506
570,0500000US39169,"Wayne County, Ohio",111588,63669,20551,21492
571,0500000US39173,"Wood County, Ohio",124100,78604,19612,22694
572,0500000US40017,"Canadian County, Oklahoma",145474,88257,19427,22416
573,0500000US40027,"Cleveland County, Oklahoma",273675,175501,38865,48909
574,0500000US40031,"Comanche County, Oklahoma",111487,70698,13767,32713
575,0500000US40037,"Creek County, Oklahoma",70464,41286,12713,15607
576,0500000US40101,"Muskogee County, Oklahoma",64107,36754,10910,23969
577,0500000US40109,"Oklahoma County, Oklahoma",782342,472520,109582,195595
578,0500000US40119,"Payne County, Oklahoma",72887,46695,11119,25788
579,0500000US40125,"Pottawatomie County, Oklahoma",69508,41091,11580,16408
580,0500000US40131,"Rogers County, Oklahoma",90886,55159,14647,15366
581,0500000US40143,"Tulsa County, Oklahoma",641445,386779,93981,152717
582,0500000US40145,"Wagoner County, Oklahoma",80634,48097,13482,12664
583,0500000US41003,"Benton County, Oregon",87493,57818,14965,19847
584,0500000US41005,"Clackamas County, Oregon",415588,250736,77576,53268
585,0500000US41017,"Deschutes County, Oregon",195748,117554,40388,29256
586,0500000US41019,"Douglas County, Oregon",110041,59842,29132,22983
587,0500000US41029,"Jackson County, Oregon",218174,123648,50852,52116
588,0500000US41033,"Josephine County, Oregon",84990,47392,22814,27697
589,0500000US41035,"Klamath County, Oregon",67605,38532,14723,18132
590,0500000US41039,"Lane County, Oregon",374921,231194,75759,83490
591,0500000US41043,"Linn County, Oregon",127316,75808,24494,27865
592,0500000US41047,"Marion County, Oregon",338861,201135,55231,73068
593,0500000US41051,"Multnomah County, Oregon",798137,540498,110533,149478
594,0500000US41053,"Polk County, Oregon",84436,49564,15670,10475
595,0500000US41059,"Umatilla County, Oregon",73370,41986,12054,18743
596,0500000US41067,"Washington County, Oregon",594108,379419,82610,80187
597,0500000US41071,"Yamhill County, Oregon",101774,60655,18294,18111
598,0500000US42001,"Adams County, Pennsylvania",98783,58213,20930,14422
599,0500000US42003,"Allegheny County, Pennsylvania",1184108,733787,228077,195454
600,0500000US42005,"Armstrong County, Pennsylvania",64029,37496,14239,12277
601,0500000US42007,"Beaver County, Pennsylvania",161388,94852,35559,29284
602,0500000US42011,"Berks County, Pennsylvania",407582,244163,71900,69254
603,0500000US42013,"Blair County, Pennsylvania",118813,70221,24552,28513
604,0500000US42017,"Bucks County, Pennsylvania",619209,377223,117521,58808
605,0500000US42019,"Butler County, Pennsylvania",182415,110554,35449,24531
606,0500000US42021,"Cambria County, Pennsylvania",123948,70474,29348,29463
607,0500000US42025,"Carbon County, Pennsylvania",62852,38262,13335,8369
608,0500000US42027,"Centre County, Pennsylvania",144042,97708,23156,34350
609,0500000US42029,"Chester County, Pennsylvania",512854,310625,85360,49831
610,0500000US42033,"Clearfield County, Pennsylvania",73259,43268,15874,18286
611,0500000US42037,"Columbia County, Pennsylvania",60769,36982,12548,13352
612,0500000US42039,"Crawford County, Pennsylvania",81137,46374,17843,19531
613,0500000US42041,"Cumberland County, Pennsylvania",239536,143429,45528,27289
614,0500000US42043,"Dauphin County, Pennsylvania",273859,164872,47181,56593
615,0500000US42045,"Delaware County, Pennsylvania",546114,331945,91624,84456
616,0500000US42049,"Erie County, Pennsylvania",256304,153144,47966,66605
617,0500000US42051,"Fayette County, Pennsylvania",124170,74385,26628,32791
618,0500000US42055,"Franklin County, Pennsylvania",152960,88814,30457,25586
619,0500000US42063,"Indiana County, Pennsylvania",78753,47596,16232,18484
620,0500000US42069,"Lackawanna County, Pennsylvania",201705,119386,40354,48423
621,0500000US42071,"Lancaster County, Pennsylvania",532688,311340,96155,88313
622,0500000US42073,"Lawrence County, Pennsylvania",83400,48327,18469,18038
623,0500000US42075,"Lebanon County, Pennsylvania",138363,81094,26079,27678
624,0500000US42077,"Lehigh County, Pennsylvania",358196,216509,59796,75121
625,0500000US42079,"Luzerne County, Pennsylvania",305187,183674,60166,76936
626,0500000US42081,"Lycoming County, Pennsylvania",106514,62615,21702,25064
627,0500000US42085,"Mercer County, Pennsylvania",101924,58734,23785,20877
628,0500000US42089,"Monroe County, Pennsylvania",167961,105823,29409,31060
629,0500000US42091,"Montgomery County, Pennsylvania",809780,488450,144905,72830
630,0500000US42095,"Northampton County, Pennsylvania",294507,177276,57965,39172
631,0500000US42097,"Northumberland County, Pennsylvania",86069,50578,18693,18432
632,0500000US42101,"Philadelphia County, Pennsylvania",1539312,991221,214606,528232
633,0500000US42107,"Schuylkill County, Pennsylvania",133516,78429,27946,27659
634,0500000US42111,"Somerset County, Pennsylvania",67883,38611,16207,14331
635,0500000US42125,"Washington County, Pennsylvania",201112,119166,42614,32390
636,0500000US42129,"Westmoreland County, Pennsylvania",342053,200163,78998,56998
637,0500000US42133,"York County, Pennsylvania",438490,263887,78837,68320
638,0500000US44003,"Kent County, Rhode Island",162863,102469,31122,19316
639,0500000US44005,"Newport County, Rhode Island",78448,47139,18577,9942
640,0500000US44007,"Providence County, Rhode Island",611923,388560,94814,127004
641,0500000US44009,"Washington County, Rhode Island",120313,73431,26503,13865
642,0500000US45003,"Aiken County, South Carolina",168051,99077,32653,36101
643,0500000US45007,"Anderson County, South Carolina",199326,118532,36415,47848
644,0500000US45013,"Beaufort County, South Carolina",187618,99644,53405,37758
645,0500000US45015,"Berkeley County, South Carolina",223674,139062,31410,42888
646,0500000US45019,"Charleston County, South Carolina",399111,251347,68375,69171
647,0500000US45031,"Darlington County, South Carolina",65429,38214,12602,22055
648,0500000US45035,"Dorchester County, South Carolina",159709,98303,23621,22837
649,0500000US45041,"Florence County, South Carolina",135090,80102,23331,34740
650,0500000US45045,"Greenville County, South Carolina",511083,310286,82864,92907
651,0500000US45047,"Greenwood County, South Carolina",67664,38812,13756,21597
652,0500000US45051,"Horry County, South Carolina",348018,199132,87980,78615
653,0500000US45055,"Kershaw County, South Carolina",66319,38759,12210,14820
654,0500000US45057,"Lancaster County, South Carolina",94181,54488,20496,18959
655,0500000US45059,"Laurens County, South Carolina",65292,39114,11698,18254
656,0500000US45063,"Lexington County, South Carolina",294896,180110,47536,66919
657,0500000US45073,"Oconee County, South Carolina",78693,44115,18722,17822
658,0500000US45075,"Orangeburg County, South Carolina",83292,47247,16981,30960
659,0500000US45077,"Pickens County, South Carolina",120492,75860,21244,31699
660,0500000US45079,"Richland County, South Carolina",384013,243363,54266,95052
661,0500000US45083,"Spartanburg County, South Carolina",311193,188478,50664,65718
662,0500000US45085,"Sumter County, South Carolina",104585,61742,17542,28156
663,0500000US45091,"York County, South Carolina",275870,168448,41519,43906
664,0500000US46099,"Minnehaha County, South Dakota",187796,114641,25588,28792
665,0500000US46103,"Pennington County, South Dakota",110568,64108,21127,22300
666,0500000US47001,"Anderson County, Tennessee",75163,44131,15774,20269
667,0500000US47009,"Blount County, Tennessee",130774,76660,27629,25267
668,0500000US47011,"Bradley County, Tennessee",104191,63171,18153,23808
669,0500000US47037,"Davidson County, Tennessee",672007,446786,85524,136284
670,0500000US47059,"Greene County, Tennessee",66862,39267,14567,19986
671,0500000US47065,"Hamilton County, Tennessee",357676,218688,63490,75217
672,0500000US47093,"Knox County, Tennessee",458947,287396,74337,99297
673,0500000US47113,"Madison County, Tennessee",93946,56057,16654,26233
674,0500000US47119,"Maury County, Tennessee",95347,57609,15376,12838
675,0500000US47125,"Montgomery County, Tennessee",203551,129427,19727,49516
676,0500000US47141,"Putnam County, Tennessee",76568,47939,13080,19671
677,0500000US47147,"Robertson County, Tennessee",70795,43054,11013,12195
678,0500000US47149,"Rutherford County, Tennessee",326412,210876,35410,54432
679,0500000US47155,"Sevier County, Tennessee",96564,57525,19723,22804
680,0500000US47157,"Shelby County, Tennessee",919944,562843,128717,244729
681,0500000US47163,"Sullivan County, Tennessee",155948,91900,34552,36092
682,0500000US47165,"Sumner County, Tennessee",188964,114874,30166,28767
683,0500000US47179,"Washington County, Tennessee",124419,78202,22690,32112
684,0500000US47187,"Williamson County, Tennessee",236080,142185,31902,19981
685,0500000US47189,"Wilson County, Tennessee",143013,86615,22655,18759
686,0500000US48005,"Angelina County, Texas",84731,48619,14067,23205
687,0500000US48021,"Bastrop County, Texas",86362,50975,13308,22408
688,0500000US48027,"Bell County, Texas",349678,212078,39202,92548
689,0500000US48029,"Bexar County, Texas",1970010,1227416,243404,484048
690,0500000US48037,"Bowie County, Texas",87044,50073,15052,22984
691,0500000US48039,"Brazoria County, Texas",362423,221929,43248,47571
692,0500000US48041,"Brazos County, Texas",212908,145380,21011,58496
693,0500000US48061,"Cameron County, Texas",421078,237318,57570,173608
694,0500000US48085,"Collin County, Texas",1027126,648686,115204,126098
695,0500000US48091,"Comal County, Texas",154833,92661,27792,18260
696,0500000US48099,"Coryell County, Texas",60637,36015,7938,12504
697,0500000US48113,"Dallas County, Texas",2606870,1646304,286248,646924
698,0500000US48121,"Denton County, Texas",873376,568834,92919,93980
699,0500000US48135,"Ector County, Texas",164284,99123,15539,30354
700,0500000US48139,"Ellis County, Texas",182663,111932,22780,23363
701,0500000US48141,"El Paso County, Texas",824034,498365,103458,254526
702,0500000US48157,"Fort Bend County, Texas",805030,491314,93481,102918
703,0500000US48167,"Galveston County, Texas",336418,204615,50020,63307
704,0500000US48181,"Grayson County, Texas",133208,77441,24743,28567
705,0500000US48183,"Gregg County, Texas",119555,69613,18544,32468
706,0500000US48187,"Guadalupe County, Texas",164352,101140,22802,26967
707,0500000US48201,"Harris County, Texas",4668155,2927726,507050,1202026
708,0500000US48203,"Harrison County, Texas",64864,37192,11644,17427
709,0500000US48209,"Hays County, Texas",220988,145190,25341,41448
710,0500000US48213,"Henderson County, Texas",81322,45703,18945,23649
711,0500000US48215,"Hidalgo County, Texas",858187,483370,97227,357648
712,0500000US48231,"Hunt County, Texas",95857,57736,14850,27061
713,0500000US48245,"Jefferson County, Texas",234226,142800,34311,59966
714,0500000US48251,"Johnson County, Texas",173152,103232,24410,35526
715,0500000US48257,"Kaufman County, Texas",134190,80534,16496,27132
716,0500000US48291,"Liberty County, Texas",81227,45146,12280,21651
717,0500000US48303,"Lubbock County, Texas",298235,187935,37726,86556
718,0500000US48309,"McLennan County, Texas",247000,148383,36674,75477
719,0500000US48329,"Midland County, Texas",174950,106224,17967,27613
720,0500000US48339,"Montgomery County, Texas",604280,366438,80370,96208
721,0500000US48347,"Nacogdoches County, Texas",59622,35517,9337,17667
722,0500000US48355,"Nueces County, Texas",354426,213698,53541,88526
723,0500000US48361,"Orange County, Texas",82303,48768,13213,14956
724,0500000US48367,"Parker County, Texas",139997,83074,22085,22929
725,0500000US48375,"Potter County, Texas",110843,64335,14819,40318
726,0500000US48381,"Randall County, Texas",134443,80914,21568,19996
727,0500000US48397,"Rockwall County, Texas",104255,63879,12480,7157
728,0500000US48409,"San Patricio County, Texas",65525,38264,10005,18132
729,0500000US48423,"Smith County, Texas",227168,132714,38633,50669
730,0500000US48439,"Tarrant County, Texas",2073147,1293917,239526,406607
731,0500000US48441,"Taylor County, Texas",131530,78471,19606,32113
732,0500000US48451,"Tom Green County, Texas",113100,67646,17670,23578
733,0500000US48453,"Travis County, Texas",1245110,852240,126654,212348
734,0500000US48469,"Victoria County, Texas",90376,53686,14492,22147
735,0500000US48471,"Walker County, Texas",58325,38769,8949,16979
736,0500000US48479,"Webb County, Texas",273276,157805,26815,94028
737,0500000US48485,"Wichita County, Texas",118998,71359,18556,25978
738,0500000US48491,"Williamson County, Texas",585978,366146,72170,58166
739,0500000US48497,"Wise County, Texas",68873,41975,9668,9411
740,0500000US49005,"Cache County, Utah",125154,74566,12388,32141
741,0500000US49011,"Davis County, Utah",352762,204508,36309,35726
742,0500000US49035,"Salt Lake County, Utah",1145934,711359,129191,164270
743,0500000US49045,"Tooele County, Utah",71835,42059,6675,9405
744,0500000US49049,"Utah County, Utah",620907,363725,49998,113656
745,0500000US49053,"Washington County, Utah",175008,92477,38831,33090
746,0500000US49057,"Weber County, Utah",257339,155612,30034,33055
747,0500000US50007,"Chittenden County, Vermont",154032,100571,25425,24642
748,0500000US51003,"Albemarle County, Virginia",102175,60156,20865,10361
749,0500000US51013,"Arlington County, Virginia",233464,165211,25504,26449
750,0500000US51015,"Augusta County, Virginia",70290,41146,16627,7990
751,0500000US51019,"Bedford County, Virginia",78236,45621,17052,14681
752,0500000US51041,"Chesterfield County, Virginia",347984,213152,53859,41263
753,0500000US51059,"Fairfax County, Virginia",1136115,713293,159143,118700
754,0500000US51061,"Fauquier County, Virginia",70947,42591,11905,7803
755,0500000US51069,"Frederick County, Virginia",87865,52101,15849,10365
756,0500000US51085,"Hanover County, Virginia",105886,63562,19457,10612
757,0500000US51087,"Henrico County, Virginia",327970,201704,52688,48135
758,0500000US51095,"James City County, Virginia",75799,41000,19829,6912
759,0500000US51107,"Loudoun County, Virginia",411162,257446,39752,28388
760,0500000US51121,"Montgomery County, Virginia",88935,62664,12559,26148
761,0500000US51153,"Prince William County, Virginia",464334,292613,48300,50836
762,0500000US51161,"Roanoke County, Virginia",91835,53259,20221,10042
763,0500000US51165,"Rockingham County, Virginia",80111,46593,15811,13052
764,0500000US51177,"Spotsylvania County, Virginia",135189,82355,19707,14844
765,0500000US51179,"Stafford County, Virginia",148352,93228,16204,15380
766,0500000US51199,"York County, Virginia",66366,39493,10944,5802
767,0500000US51510,"Alexandria city, Virginia",157636,111670,18106,21258
768,0500000US51550,"Chesapeake city, Virginia",238736,148446,32449,32571
769,0500000US51650,"Hampton city, Virginia",129153,80700,21167,28373
770,0500000US51680,"Lynchburg city, Virginia",72374,46048,10963,18855
771,0500000US51700,"Newport News city, Virginia",170897,105791,23799,39164
772,0500000US51710,"Norfolk city, Virginia",217451,143289,27568,60616
773,0500000US51740,"Portsmouth city, Virginia",90257,55093,13946,24009
774,0500000US51760,"Richmond city, Virginia",219742,150406,31028,64945
775,0500000US51770,"Roanoke city, Virginia",97441,60485,15758,29489
776,0500000US51800,"Suffolk city, Virginia",91512,56138,13586,13647
777,0500000US51810,"Virginia Beach city, Virginia",440582,277067,65405,55136
778,0500000US53005,"Benton County, Washington",202390,118687,30735,36235
779,0500000US53007,"Chelan County, Washington",76110,43843,14352,15717
780,0500000US53009,"Clallam County, Washington",75805,40245,23259,17321
781,0500000US53011,"Clark County, Washington",483997,293510,77601,73124
782,0500000US53015,"Cowlitz County, Washington",108899,63964,20575,23209
783,0500000US53021,"Franklin County, Washington",92844,53280,8592,26080
784,0500000US53025,"Grant County, Washington",96396,55106,13182,30685
785,0500000US53027,"Grays Harbor County, Washington",71874,40358,16472,13033
786,0500000US53029,"Island County, Washington",82344,46788,20417,10076
787,0500000US53033,"King County, Washington",2221060,1476959,297997,268390
788,0500000US53035,"Kitsap County, Washington",262465,159847,49185,35049
789,0500000US53041,"Lewis County, Washington",79399,45639,17136,15611
790,0500000US53045,"Mason County, Washington",65650,37098,15661,12077
791,0500000US53053,"Pierce County, Washington",886807,554686,126360,130375
792,0500000US53057,"Skagit County, Washington",125891,72724,27590,23754
793,0500000US53061,"Snohomish County, Washington",809934,516587,112073,90076
794,0500000US53063,"Spokane County, Washington",507100,310733,84625,110760
795,0500000US53067,"Thurston County, Washington",286442,175661,50550,48238
796,0500000US53073,"Whatcom County, Washington",223451,139404,41320,42866
797,0500000US53077,"Yakima County, Washington",247015,139927,34757,74508
798,0500000US54003,"Berkeley County, West Virginia",115470,73781,17730,23199
799,0500000US54011,"Cabell County, West Virginia",88407,53397,17095,25634
800,0500000US54033,"Harrison County, West Virginia",66000,39437,12540,13154
801,0500000US54039,"Kanawha County, West Virginia",175212,103594,36915,47850
802,0500000US54061,"Monongalia County, West Virginia",99536,68523,13886,29920
803,0500000US54081,"Raleigh County, West Virginia",70498,40308,15170,22024
804,0500000US54107,"Wood County, West Virginia",82497,48503,16903,21358
805,0500000US55009,"Brown County, Wisconsin",257619,155190,40519,39857
806,0500000US55025,"Dane County, Wisconsin",532517,347737,76000,72977
807,0500000US55027,"Dodge County, Wisconsin",84519,50940,15256,11661
808,0500000US55035,"Eau Claire County, Wisconsin",100167,63622,16421,14720
809,0500000US55039,"Fond du Lac County, Wisconsin",100086,60091,19164,11021
810,0500000US55055,"Jefferson County, Wisconsin",81644,49289,14756,9398
811,0500000US55059,"Kenosha County, Wisconsin",165510,103410,23808,31743
812,0500000US55063,"La Crosse County, Wisconsin",113216,70690,19617,20725
813,0500000US55071,"Manitowoc County, Wisconsin",78244,45625,16678,11839
814,0500000US55073,"Marathon County, Wisconsin",134455,79408,24186,19275
815,0500000US55079,"Milwaukee County, Wisconsin",923498,574304,129025,246353
816,0500000US55087,"Outagamie County, Wisconsin",184311,113487,27876,26692
817,0500000US55089,"Ozaukee County, Wisconsin",87209,50695,17580,6688
818,0500000US55097,"Portage County, Wisconsin",66906,42607,12059,13903
819,0500000US55101,"Racine County, Wisconsin",190703,114130,32369,40412
820,0500000US55105,"Rock County, Wisconsin",158482,96677,26702,29034
821,0500000US55109,"St. Croix County, Wisconsin",89989,54903,12850,10255
822,0500000US55117,"Sheboygan County, Wisconsin",112503,67173,20381,16326
823,0500000US55127,"Walworth County, Wisconsin",101284,61404,18960,16075
824,0500000US55131,"Washington County, Wisconsin",134775,80880,25176,11612
825,0500000US55133,"Waukesha County, Wisconsin",399198,237575,76516,31098
826,0500000US55139,"Winnebago County, Wisconsin",164592,101619,28288,31184
827,0500000US55141,"Wood County, Wisconsin",72408,41691,15165,13385
828,0500000US56021,"Laramie County, Wyoming",96763,58352,16390,15453
829,0500000US56025,"Natrona County, Wyoming",78004,46878,12212,12498
830,0500000US72013,"Arecibo Municipio, Puerto Rico",81406,48930,18175,55530
831,0500000US72021,"Bayamón Municipio, Puerto Rico",164649,98621,37834,78769
832,0500000US72025,"Caguas Municipio, Puerto Rico",124148,76112,25954,63250
833,0500000US72031,"Carolina Municipio, Puerto Rico",146282,87763,33727,71873
834,0500000US72061,"Guaynabo Municipio, Puerto Rico",83386,51285,19340,29977
835,0500000US72097,"Mayagüez Municipio, Puerto Rico",70715,41168,17666,49008
836,0500000US72113,"Ponce Municipio, Puerto Rico",129026,74860,29700,87058
837,0500000US72127,"San Juan Municipio, Puerto Rico",312498,186033,73263,168949
838,0500000US72135,"Toa Alta Municipio, Puerto Rico",71897,47567,10701,32040
839,0500000US72137,"Toa Baja Municipio, Puerto Rico",73953,45694,15036,44136
840,0500000US72139,"Trujillo Alto Municipio, Puerto Rico",63434,39351,12599,24794
